world,district,ward_number,plot_number,house_size,lotto_entries
Balmung,Empyreum,25,25,1,2
Balmung,Empyreum,25,29,1,0
Balmung,Empyreum,25,19,1,0
Brynhildr,Mist,25,51,1,0
Balmung,Empyreum,25,20,1,0
Balmung,Empyreum,25,15,1,0
Balmung,Empyreum,25,14,1,0
Balmung,Empyreum,25,13,1,0
Cactuar,Empyreum,8,15,1,1
Cactuar,Empyreum,7,34,1,2
Balmung,Empyreum,25,9,1,1
Sargatanas,The Goblet,28,5,3,4
Cactuar,Empyreum,5,34,1,3
Cactuar,Empyreum,2,22,3,14
Zalera,The Lavender Beds,26,11,2,10
Cactuar,The Goblet,27,28,1,0
Adamantoise,Shirogane,28,38,2,4
Zalera,Shirogane,25,14,1,0
Exodus,Mist,27,45,3,10
Excalibur,Shirogane,26,34,1,1
Excalibur,Shirogane,26,31,2,3
Hyperion,The Lavender Beds,23,38,1,2
Faerie,Empyreum,7,28,1,4
Faerie,Empyreum,22,14,1,2
Faerie,Empyreum,22,35,1,2
Exodus,Shirogane,28,22,1,2
Faerie,Empyreum,23,50,1,2
Goblin,Mist,12,24,1,1
Goblin,Mist,9,16,1,1
Goblin,Mist,2,44,2,4
Excalibur,Mist,28,10,1,1
Zalera,Empyreum,21,38,2,6
Zalera,Empyreum,19,32,2,6
Zalera,Empyreum,17,21,2,5
Zalera,Empyreum,18,21,2,5
Zalera,Empyreum,17,8,2,6
Zalera,Empyreum,13,2,2,6
Zalera,Empyreum,15,58,1,3
Zalera,Empyreum,14,1,1,4
Zalera,Empyreum,13,49,1,1
Zalera,Empyreum,15,13,1,2
Zalera,Empyreum,15,39,1,2
Zalera,Empyreum,10,24,1,1
Zalera,Empyreum,10,17,2,5
Zalera,Empyreum,3,26,2,10
Faerie,Mist,29,36,2,4
Lamia,Shirogane,28,23,1,1
Mateus,Shirogane,28,5,1,2
Exodus,Empyreum,15,59,1,1
Exodus,Empyreum,10,53,1,1
Exodus,Empyreum,11,53,1,1
Exodus,Empyreum,12,11,1,1
Exodus,Empyreum,9,20,1,1
Exodus,Empyreum,9,55,1,1
Exodus,Empyreum,9,41,1,1
Exodus,Empyreum,8,15,1,1
Exodus,Empyreum,7,33,1,1
Exodus,Empyreum,7,58,1,1
Exodus,Empyreum,7,53,1,1
Exodus,Empyreum,7,19,1,1
Exodus,Empyreum,7,10,1,2
Exodus,Empyreum,5,24,1,0
Exodus,Empyreum,6,20,1,1
Exodus,Empyreum,6,46,1,0
Zalera,Shirogane,23,15,2,11
Exodus,Empyreum,3,13,1,0
Exodus,Empyreum,3,55,1,0
Zalera,Shirogane,20,50,1,2
Zalera,Shirogane,11,34,1,3
Sargatanas,The Goblet,20,17,1,1
Exodus,Shirogane,26,7,3,5
Sargatanas,The Goblet,21,4,2,5
Exodus,Shirogane,19,49,2,11
Exodus,Shirogane,16,15,2,8
Exodus,Shirogane,18,1,2,14
Exodus,Shirogane,10,29,1,3
Excalibur,The Goblet,10,45,1,1
Balmung,Empyreum,25,28,1,0
Behemoth,The Lavender Beds,25,5,2,1
Zalera,The Goblet,24,59,1,1
Zalera,The Goblet,22,8,2,6
Zalera,The Goblet,20,26,1,1
Zalera,The Goblet,19,23,1,1
Zalera,The Goblet,18,41,2,4
Zalera,The Goblet,16,54,1,1
Zalera,The Goblet,16,41,2,4
Zalera,The Goblet,15,23,1,1
Zalera,The Goblet,16,28,1,1
Zalera,The Goblet,13,6,2,5
Zalera,The Goblet,8,4,2,5
Zalera,The Goblet,9,11,2,4
Faerie,Mist,29,45,3,4
Faerie,Mist,3,30,2,13
Zalera,The Lavender Beds,29,38,1,2
Faerie,Mist,11,52,1,3
Faerie,Mist,12,16,1,2
Faerie,Mist,13,26,1,3
Faerie,Mist,13,55,1,2
Goblin,The Goblet,13,12,2,3
Goblin,The Goblet,13,34,2,3
Faerie,Mist,16,28,1,2
Faerie,Mist,19,17,1,4
Faerie,Mist,19,51,1,8
Faerie,Mist,21,54,1,2
Faerie,Mist,22,57,1,3
Faerie,Mist,22,16,1,2
Faerie,Mist,22,55,1,4
Cactuar,Shirogane,22,34,1,3
Faerie,Mist,23,52,1,3
Cactuar,Shirogane,23,54,2,11
Cactuar,Shirogane,24,24,2,15
Exodus,The Goblet,25,12,2,0
Exodus,The Goblet,25,11,2,0
Cactuar,Shirogane,7,36,1,2
Cactuar,Shirogane,5,1,2,13
Mateus,The Lavender Beds,23,47,1,5
Mateus,The Lavender Beds,19,52,1,5
Mateus,The Lavender Beds,19,45,1,4
Mateus,The Lavender Beds,14,15,1,4
Mateus,The Lavender Beds,13,54,1,10
Mateus,The Lavender Beds,9,38,1,5
Mateus,The Lavender Beds,6,55,1,1
Mateus,The Lavender Beds,3,45,1,1
Mateus,The Lavender Beds,3,59,1,2
Mateus,The Lavender Beds,2,19,1,3
Coeurl,The Goblet,27,22,1,0
Coeurl,The Goblet,27,23,1,0
Hyperion,The Lavender Beds,27,36,3,9
Exodus,The Goblet,25,8,2,0
Mateus,Mist,6,50,1,5
Mateus,Mist,9,17,1,5
Mateus,Mist,8,21,1,13
Mateus,Mist,8,27,1,4
Mateus,Mist,7,8,1,5
Mateus,Mist,7,13,1,4
Mateus,Mist,17,22,1,4
Mateus,Mist,17,54,1,4
Mateus,Mist,17,11,1,3
Mateus,Mist,20,25,1,5
Mateus,Mist,22,16,1,4
Mateus,Mist,23,16,1,5
Mateus,Mist,23,18,1,7
Exodus,The Goblet,25,6,2,0
Famfrit,Shirogane,27,1,2,3
Zalera,The Lavender Beds,6,21,2,10
Mateus,The Goblet,10,21,1,5
Zalera,The Lavender Beds,8,10,1,2
Mateus,The Goblet,10,15,1,5
Zalera,The Lavender Beds,5,31,2,6
Mateus,The Goblet,14,31,1,4
Mateus,The Goblet,13,4,2,11
Mateus,The Goblet,17,2,1,3
Zalera,The Lavender Beds,27,36,3,4
Gilgamesh,Shirogane,26,32,1,1
Adamantoise,Mist,26,36,2,4
Gilgamesh,Empyreum,23,49,1,1
Gilgamesh,Empyreum,23,4,1,1
Gilgamesh,Empyreum,24,55,1,1
Gilgamesh,Empyreum,24,51,2,9
Gilgamesh,Empyreum,24,16,1,1
Gilgamesh,Empyreum,21,46,1,1
Gilgamesh,Empyreum,22,35,1,1
Gilgamesh,Empyreum,22,49,1,2
Gilgamesh,Empyreum,22,15,1,1
Gilgamesh,Empyreum,22,10,1,2
Gilgamesh,Empyreum,21,24,1,3
Gilgamesh,Empyreum,21,27,1,3
Gilgamesh,Empyreum,19,15,1,2
Gilgamesh,Empyreum,19,46,1,1
Gilgamesh,Empyreum,17,57,1,1
Gilgamesh,Empyreum,18,43,1,1
Gilgamesh,Empyreum,18,53,1,1
Gilgamesh,Empyreum,17,11,1,3
Gilgamesh,Empyreum,18,55,1,3
Gilgamesh,Empyreum,15,16,1,2
Gilgamesh,Empyreum,16,36,1,1
Gilgamesh,Empyreum,16,37,2,9
Gilgamesh,Empyreum,14,56,2,12
Gilgamesh,Empyreum,14,23,1,1
Gilgamesh,Empyreum,14,9,1,1
Gilgamesh,Empyreum,13,40,1,1
Gilgamesh,Empyreum,13,41,1,2
Gilgamesh,Empyreum,13,46,1,1
Gilgamesh,Empyreum,14,40,1,1
Gilgamesh,Empyreum,13,5,1,1
Gilgamesh,Empyreum,14,39,1,1
Gilgamesh,Empyreum,14,41,1,2
Gilgamesh,Empyreum,13,15,1,1
Gilgamesh,Empyreum,13,24,1,1
Gilgamesh,Empyreum,14,27,1,2
Gilgamesh,Empyreum,13,11,1,2
Gilgamesh,Empyreum,11,40,1,1
Gilgamesh,Empyreum,12,57,1,1
Gilgamesh,Empyreum,12,6,1,1
Gilgamesh,Empyreum,11,44,1,1
Gilgamesh,Empyreum,12,8,2,9
Gilgamesh,Empyreum,11,33,1,2
Gilgamesh,Empyreum,11,25,1,1
Gilgamesh,Empyreum,11,34,1,1
Gilgamesh,Empyreum,11,50,1,2
Gilgamesh,Empyreum,11,17,2,9
Gilgamesh,Empyreum,12,55,1,2
Gilgamesh,Empyreum,9,33,1,1
Gilgamesh,Empyreum,9,1,1,6
Gilgamesh,Empyreum,3,48,2,8
Exodus,Mist,25,21,1,0
Exodus,Mist,25,30,2,2
Exodus,Mist,25,10,1,0
Diabolos,Shirogane,25,39,1,0
Behemoth,Shirogane,27,30,3,15
Midgardsormr,The Goblet,24,23,1,1
Midgardsormr,The Goblet,23,27,1,3
Midgardsormr,The Goblet,23,58,1,1
Midgardsormr,The Goblet,23,47,1,1
Midgardsormr,The Goblet,22,56,1,1
Midgardsormr,The Goblet,20,25,2,6
Midgardsormr,The Goblet,17,29,1,1
Midgardsormr,The Goblet,17,1,1,1
Midgardsormr,The Goblet,13,46,1,1
Midgardsormr,The Goblet,13,31,1,1
Midgardsormr,The Goblet,12,55,2,7
Faerie,Empyreum,28,10,1,1
Midgardsormr,The Goblet,10,36,2,6
Zalera,Empyreum,1,47,2,2
Behemoth,Shirogane,21,40,1,1
Behemoth,Shirogane,21,56,1,1
Behemoth,Shirogane,17,13,2,8
Behemoth,Shirogane,16,18,1,2
Behemoth,Shirogane,10,42,1,2
Behemoth,Shirogane,5,42,1,0
Diabolos,Mist,14,1,2,5
Gilgamesh,The Lavender Beds,24,60,2,10
Gilgamesh,The Lavender Beds,24,39,1,6
Gilgamesh,The Lavender Beds,25,35,2,14
Gilgamesh,The Lavender Beds,23,32,1,2
Gilgamesh,The Lavender Beds,23,43,1,3
Gilgamesh,The Lavender Beds,17,5,2,11
Gilgamesh,The Lavender Beds,18,57,2,19
Gilgamesh,The Lavender Beds,16,35,2,10
Gilgamesh,The Lavender Beds,16,30,2,11
Gilgamesh,The Lavender Beds,16,31,2,8
Gilgamesh,The Lavender Beds,11,21,2,7
Gilgamesh,The Lavender Beds,3,52,1,1
Leviathan,Shirogane,20,12,1,3
Midgardsormr,Shirogane,6,13,2,9
Midgardsormr,Shirogane,5,54,2,7
Midgardsormr,Shirogane,2,24,2,8
Coeurl,Shirogane,30,3,1,8
Gilgamesh,Shirogane,20,18,1,7
Gilgamesh,Shirogane,22,41,1,5
Gilgamesh,Shirogane,19,12,1,2
Gilgamesh,Shirogane,19,25,1,3
Gilgamesh,Shirogane,18,42,1,2
Gilgamesh,Shirogane,18,48,1,3
Gilgamesh,Shirogane,18,39,1,2
Gilgamesh,Shirogane,18,32,1,2
Gilgamesh,Shirogane,15,35,1,2
Gilgamesh,Shirogane,14,56,1,3
Gilgamesh,Shirogane,15,34,1,3
Gilgamesh,Shirogane,10,32,1,3
Gilgamesh,Shirogane,10,21,1,7
Gilgamesh,Shirogane,10,55,1,2
Gilgamesh,Shirogane,11,50,1,3
Midgardsormr,Empyreum,24,1,1,4
Midgardsormr,Empyreum,21,14,1,2
Midgardsormr,Empyreum,20,6,1,3
Midgardsormr,Empyreum,20,16,1,3
Midgardsormr,Empyreum,19,53,1,1
Midgardsormr,Empyreum,15,13,1,1
Midgardsormr,Empyreum,15,36,1,1
Midgardsormr,Empyreum,15,39,1,1
Midgardsormr,Empyreum,13,5,1,1
Midgardsormr,Empyreum,13,36,1,1
Midgardsormr,Empyreum,13,19,1,1
Midgardsormr,Empyreum,12,31,1,4
Midgardsormr,Empyreum,12,7,2,12
Midgardsormr,Empyreum,12,49,1,1
Midgardsormr,Empyreum,12,28,1,2
Midgardsormr,Empyreum,12,34,1,1
Midgardsormr,Empyreum,12,50,1,2
Midgardsormr,Empyreum,11,29,1,1
Midgardsormr,Empyreum,10,34,1,2
Midgardsormr,Empyreum,10,24,1,2
Midgardsormr,Empyreum,10,46,1,1
Midgardsormr,Empyreum,8,27,1,1
Midgardsormr,Empyreum,8,25,1,1
Midgardsormr,Empyreum,7,58,1,2
Midgardsormr,Empyreum,5,26,2,3
Midgardsormr,Empyreum,5,2,2,2
Midgardsormr,Empyreum,5,7,2,2
Midgardsormr,Empyreum,5,37,2,2
Midgardsormr,Empyreum,4,17,2,2
Midgardsormr,Empyreum,3,25,1,1
Midgardsormr,Empyreum,3,39,1,1
Midgardsormr,Empyreum,3,46,1,0
Zalera,Mist,17,13,1,1
Zalera,Mist,16,37,2,8
Zalera,Mist,7,4,2,12
Zalera,Mist,7,29,2,8
Zalera,Mist,7,57,1,1
Lamia,The Lavender Beds,25,28,3,7
Gilgamesh,Shirogane,25,16,3,5
Zalera,Mist,23,44,2,8
Midgardsormr,The Lavender Beds,21,8,1,3
Midgardsormr,The Lavender Beds,19,8,1,5
Midgardsormr,The Lavender Beds,19,22,1,4
Excalibur,Shirogane,15,48,1,2
Excalibur,Shirogane,15,20,1,2
Excalibur,Shirogane,11,23,1,2
Excalibur,Shirogane,6,49,2,8
Midgardsormr,The Lavender Beds,14,13,1,3
Midgardsormr,The Lavender Beds,14,18,1,1
Midgardsormr,The Lavender Beds,12,8,1,2
Midgardsormr,The Lavender Beds,9,15,1,2
Midgardsormr,The Lavender Beds,1,59,1,3
Jenova,Empyreum,26,53,1,1
Adamantoise,The Goblet,20,12,2,4
Mateus,The Lavender Beds,30,52,1,2
Excalibur,The Lavender Beds,30,8,1,2
Excalibur,Empyreum,12,46,1,1
Excalibur,Empyreum,12,59,1,3
Excalibur,Empyreum,12,45,1,1
Faerie,Mist,29,22,1,1
Excalibur,Empyreum,10,11,1,3
Excalibur,Empyreum,8,14,1,1
Excalibur,Empyreum,8,24,1,2
Excalibur,Empyreum,8,10,1,1
Excalibur,The Lavender Beds,30,10,1,4
Leviathan,Shirogane,26,16,3,7
Goblin,The Goblet,25,14,1,0
Sargatanas,Mist,26,39,1,0
Midgardsormr,Mist,26,41,1,0
Leviathan,Shirogane,18,42,1,3
Leviathan,Shirogane,18,48,1,3
Midgardsormr,Mist,26,43,1,1
Excalibur,The Goblet,24,42,2,6
Excalibur,The Goblet,23,6,2,6
Excalibur,The Goblet,21,55,2,6
Excalibur,The Goblet,21,47,1,2
Excalibur,The Goblet,17,28,1,1
Excalibur,The Goblet,16,36,2,6
Excalibur,The Goblet,10,7,1,1
Excalibur,The Goblet,8,21,1,1
Excalibur,The Goblet,8,8,2,6
Excalibur,The Goblet,7,23,1,2
Excalibur,The Goblet,7,28,1,1
Excalibur,The Goblet,5,36,2,2
Excalibur,The Goblet,3,36,2,1
Excalibur,The Goblet,2,34,2,2
Goblin,The Goblet,25,2,1,0
Midgardsormr,Mist,26,11,1,1
Goblin,The Goblet,25,7,1,0
Midgardsormr,Mist,26,24,1,0
Midgardsormr,Mist,26,16,1,0
Excalibur,The Lavender Beds,18,44,1,2
Excalibur,The Lavender Beds,17,37,1,3
Excalibur,The Lavender Beds,14,12,1,2
Excalibur,The Lavender Beds,12,15,1,2
Excalibur,The Lavender Beds,13,60,2,12
Excalibur,The Lavender Beds,11,9,1,5
Excalibur,The Lavender Beds,9,18,1,1
Excalibur,The Lavender Beds,1,47,1,1
Diabolos,Mist,15,31,2,6
Diabolos,Mist,15,18,1,1
Hyperion,Empyreum,8,47,2,5
Hyperion,Empyreum,8,51,2,6
Midgardsormr,Mist,25,8,1,0
Midgardsormr,Mist,25,3,1,0
Leviathan,Shirogane,16,19,2,14
Leviathan,Shirogane,16,31,2,13
Midgardsormr,Mist,24,3,1,4
Midgardsormr,Mist,24,58,1,2
Midgardsormr,Mist,24,48,1,2
Faerie,Shirogane,8,48,1,4
Midgardsormr,Mist,21,16,1,2
Midgardsormr,Mist,21,8,1,2
Midgardsormr,Mist,19,27,1,2
Midgardsormr,Mist,19,38,1,2
Midgardsormr,Mist,18,9,1,2
Balmung,The Lavender Beds,22,19,1,7
Balmung,The Lavender Beds,22,23,1,8
Balmung,The Lavender Beds,20,7,1,6
Balmung,The Lavender Beds,20,29,1,30
Balmung,The Lavender Beds,16,54,1,6
Malboro,Shirogane,24,14,1,6
Malboro,Shirogane,10,24,2,11
Malboro,Shirogane,11,49,2,18
Malboro,Shirogane,2,33,1,1
Malboro,Shirogane,1,43,2,8
Midgardsormr,Mist,17,8,1,4
Midgardsormr,Mist,16,56,1,2
Midgardsormr,Mist,16,52,1,3
Midgardsormr,Mist,16,18,1,4
Adamantoise,Mist,26,4,2,2
Ultros,Empyreum,11,23,1,1
Malboro,The Goblet,23,37,1,1
Malboro,The Goblet,23,28,1,1
Malboro,The Goblet,23,42,2,4
Malboro,The Goblet,24,14,1,1
Malboro,The Goblet,23,26,1,1
Malboro,The Goblet,23,10,1,1
Malboro,The Goblet,24,7,1,1
Malboro,The Goblet,24,20,1,1
Malboro,The Goblet,22,19,2,8
Malboro,The Goblet,21,36,2,5
Malboro,The Goblet,17,4,2,4
Malboro,The Goblet,17,32,1,1
Malboro,The Goblet,16,21,1,1
Malboro,The Goblet,17,8,2,4
Malboro,The Goblet,16,26,1,1
Malboro,The Goblet,14,20,1,1
Malboro,The Goblet,14,12,2,4
Malboro,The Goblet,14,6,2,4
Malboro,The Goblet,15,17,1,1
Malboro,The Goblet,15,15,1,1
Malboro,The Goblet,13,25,2,4
Malboro,The Goblet,12,42,2,4
Malboro,The Goblet,13,38,2,5
Malboro,The Goblet,13,24,1,2
Malboro,The Goblet,13,17,1,2
Malboro,The Goblet,9,58,1,1
Malboro,The Goblet,9,11,2,4
Malboro,The Goblet,9,46,1,1
Malboro,The Goblet,11,3,1,4
Malboro,The Goblet,11,17,1,2
Malboro,The Goblet,10,7,1,1
Malboro,The Goblet,11,56,1,2
Malboro,The Goblet,11,41,2,4
Malboro,The Goblet,11,15,1,1
Malboro,The Goblet,11,25,2,4
Malboro,The Goblet,7,1,1,1
Malboro,The Goblet,8,21,1,1
Malboro,The Goblet,8,38,2,4
Malboro,The Goblet,6,55,2,7
Malboro,The Goblet,5,34,2,4
Midgardsormr,Mist,15,28,1,2
Midgardsormr,Mist,15,22,1,3
Leviathan,Shirogane,15,51,1,3
Midgardsormr,The Goblet,27,10,1,0
Malboro,The Lavender Beds,17,43,1,2
Malboro,The Lavender Beds,10,51,2,8
Malboro,The Lavender Beds,2,31,2,5
Leviathan,Shirogane,13,10,1,4
Leviathan,Shirogane,13,11,1,2
Balmung,The Lavender Beds,15,7,1,6
Balmung,The Lavender Beds,14,35,2,17
Balmung,The Lavender Beds,8,24,1,5
Balmung,The Lavender Beds,8,21,2,19
Balmung,The Lavender Beds,8,2,1,8
Ultros,The Goblet,20,7,1,1
Balmung,The Lavender Beds,7,48,1,6
Midgardsormr,Mist,13,17,1,3
Midgardsormr,Mist,13,3,1,3
Midgardsormr,Mist,13,12,1,1
Midgardsormr,Mist,13,52,1,4
Jenova,Shirogane,28,30,3,10
Midgardsormr,Mist,12,17,1,3
Midgardsormr,Mist,12,46,1,1
Malboro,Empyreum,19,51,2,6
Malboro,Empyreum,19,53,1,1
Malboro,Empyreum,17,39,1,1
Malboro,Empyreum,15,57,1,1
Malboro,Empyreum,15,10,1,1
Malboro,Empyreum,15,54,1,2
Malboro,Empyreum,16,5,1,1
Malboro,Empyreum,12,18,2,10
Malboro,Empyreum,12,14,1,1
Malboro,Empyreum,11,14,1,2
Malboro,Empyreum,10,25,1,3
Malboro,Empyreum,10,58,1,1
Malboro,Empyreum,11,29,1,1
Malboro,Empyreum,8,26,2,11
Malboro,Empyreum,8,33,1,1
Malboro,Empyreum,5,8,2,2
Jenova,Shirogane,28,7,3,6
Balmung,The Goblet,30,3,1,1
Ultros,The Goblet,18,5,3,15
Midgardsormr,Mist,11,56,1,2
Midgardsormr,Mist,11,47,1,3
Midgardsormr,Mist,10,33,1,3
Midgardsormr,Mist,10,18,1,4
Ultros,The Goblet,17,8,2,6
Ultros,The Goblet,17,19,2,10
Midgardsormr,Mist,8,54,1,1
Midgardsormr,Mist,7,20,1,3
Adamantoise,Mist,30,45,3,4
Ultros,The Goblet,16,4,2,4
Ultros,The Goblet,15,8,2,6
Ultros,The Goblet,15,56,1,2
Ultros,The Goblet,15,2,1,1
Diabolos,Mist,30,51,1,2
Gilgamesh,Mist,18,25,1,2
Gilgamesh,Mist,21,18,1,4
Gilgamesh,Mist,21,21,1,3
Gilgamesh,Mist,21,39,1,3
Gilgamesh,Mist,21,38,1,2
Gilgamesh,Mist,23,41,1,2
Gilgamesh,Mist,23,26,1,3
Gilgamesh,Mist,23,57,1,1
Gilgamesh,Mist,22,25,1,3
Ultros,Mist,23,1,2,8
Balmung,Mist,30,60,2,6
Jenova,Shirogane,24,15,2,14
Jenova,Shirogane,20,44,1,4
Jenova,Shirogane,19,13,2,12
Jenova,Shirogane,21,59,1,6
Jenova,Shirogane,16,28,2,14
Jenova,Shirogane,15,24,2,14
Jenova,Shirogane,13,26,1,3
Jenova,Shirogane,11,51,1,6
Jenova,Shirogane,9,32,1,3
Jenova,Shirogane,3,8,2,7
Jenova,Shirogane,2,8,2,8
Ultros,The Goblet,12,54,1,1
Ultros,The Goblet,12,45,1,1
Ultros,The Goblet,12,42,2,5
Ultros,The Goblet,12,34,2,5
Famfrit,The Goblet,27,13,3,2
Balmung,The Goblet,26,51,1,7
Gilgamesh,Mist,29,41,1,1
Gilgamesh,Mist,1,33,1,1
Ultros,The Goblet,11,33,1,1
Ultros,The Goblet,11,52,1,1
Ultros,The Goblet,10,15,1,1
Diabolos,Mist,30,54,1,0
Brynhildr,Mist,25,40,1,1
Balmung,Mist,25,29,2,7
Ultros,The Goblet,7,29,1,1
Ultros,The Goblet,7,58,1,1
Jenova,The Goblet,24,25,2,6
Jenova,The Goblet,24,6,2,7
Jenova,The Goblet,23,19,2,8
Jenova,The Goblet,24,42,2,5
Jenova,The Goblet,24,55,2,7
Jenova,The Goblet,22,52,1,1
Jenova,The Goblet,22,10,1,1
Jenova,The Goblet,20,56,1,1
Jenova,The Goblet,20,9,1,2
Jenova,The Goblet,20,38,2,5
Jenova,The Goblet,21,26,1,1
Jenova,The Goblet,19,38,2,5
Ultros,Mist,16,14,2,7
Jenova,The Goblet,18,39,1,1
Jenova,The Goblet,17,47,1,2
Jenova,The Goblet,15,19,2,8
Jenova,The Goblet,15,38,2,5
Jenova,The Goblet,12,22,1,1
Jenova,The Goblet,7,41,2,5
Jenova,The Goblet,7,6,2,6
Jenova,The Goblet,7,51,1,1
Jenova,The Goblet,5,34,2,2
Jenova,The Goblet,5,49,2,8
Jenova,The Goblet,5,38,2,3
Jenova,The Goblet,4,49,2,9
Jenova,The Goblet,4,4,2,2
Diabolos,The Lavender Beds,1,58,3,41
Adamantoise,Empyreum,27,1,1,3
Jenova,The Lavender Beds,20,45,1,2
Jenova,The Lavender Beds,18,8,1,3
Jenova,The Lavender Beds,18,44,1,2
Jenova,The Lavender Beds,18,50,1,4
Ultros,Mist,11,9,1,1
Ultros,Mist,11,8,1,2
Jenova,The Lavender Beds,13,53,1,3
Jenova,The Lavender Beds,12,8,1,4
Jenova,The Lavender Beds,12,24,1,4
Jenova,The Lavender Beds,12,14,1,3
Jenova,The Lavender Beds,10,20,1,2
Jenova,The Lavender Beds,11,32,1,3
Jenova,The Lavender Beds,10,53,1,3
Jenova,The Lavender Beds,10,12,1,3
Jenova,The Lavender Beds,3,51,2,6
Sargatanas,Mist,29,15,3,4
Ultros,Mist,10,44,2,7
Midgardsormr,Mist,2,20,1,1
Ultros,Mist,7,9,1,1
Adamantoise,The Goblet,1,34,2,1
Leviathan,Shirogane,9,28,2,15
Balmung,Shirogane,18,12,1,5
Balmung,Shirogane,17,31,2,32
Balmung,Shirogane,17,17,1,7
Jenova,Mist,23,54,1,1
Jenova,Mist,23,57,1,1
Jenova,Mist,24,19,1,7
Jenova,Mist,24,48,1,3
Jenova,Mist,22,31,2,10
Jenova,Mist,21,37,2,10
Jenova,Mist,22,14,2,9
Jenova,Mist,20,60,2,15
Jenova,Mist,19,44,2,8
Jenova,Mist,20,57,1,1
Jenova,Mist,20,48,1,3
Jenova,Mist,19,38,1,2
Jenova,Mist,18,54,1,1
Jenova,Mist,17,34,2,10
Jenova,Mist,16,43,1,2
Jenova,Mist,17,48,1,2
Jenova,Mist,17,17,1,2
Jenova,Mist,15,3,1,3
Jenova,Mist,15,59,2,9
Jenova,Mist,13,33,1,1
Jenova,Mist,13,52,1,4
Jenova,Mist,12,31,2,10
Jenova,Mist,12,10,1,2
Jenova,Mist,11,52,1,4
Jenova,Mist,10,57,1,1
Jenova,Mist,10,3,1,2
Jenova,Mist,11,24,1,1
Jenova,Mist,11,9,1,3
Jenova,Mist,11,50,1,4
Jenova,Mist,9,34,2,10
Jenova,Mist,7,53,1,2
Jenova,Mist,7,56,1,1
Jenova,Mist,7,37,2,7
Jenova,Mist,8,27,1,1
Jenova,Mist,8,50,1,3
Balmung,Shirogane,11,17,1,5
Balmung,Shirogane,9,20,1,5
Balmung,Shirogane,2,21,1,1
Adamantoise,Mist,26,46,1,0
Ultros,Shirogane,23,45,2,7
Jenova,Empyreum,23,41,1,3
Jenova,Empyreum,22,40,1,2
Jenova,Empyreum,22,57,1,6
Jenova,Empyreum,21,26,2,12
Jenova,Empyreum,21,56,2,12
Jenova,Empyreum,19,26,2,11
Jenova,Empyreum,19,23,1,1
Ultros,The Lavender Beds,7,60,2,9
Ultros,The Lavender Beds,7,27,2,11
Jenova,Empyreum,16,39,1,1
Jenova,Empyreum,15,51,2,10
Jenova,Empyreum,14,40,1,1
Jenova,Empyreum,14,13,1,2
Jenova,Empyreum,12,26,2,11
Jenova,Empyreum,12,41,1,3
Jenova,Empyreum,10,8,2,8
Jenova,Empyreum,9,40,1,1
Jenova,Empyreum,7,58,1,1
Jenova,Empyreum,7,35,1,1
Jenova,Empyreum,7,39,1,1
Jenova,Empyreum,7,36,1,1
Jenova,Empyreum,6,2,2,4
Jenova,Empyreum,5,6,1,1
Jenova,Empyreum,5,17,2,1
Jenova,Empyreum,4,47,2,2
Jenova,Empyreum,3,47,2,2
Jenova,Empyreum,2,17,2,1
Jenova,Empyreum,18,16,1,1
Ultros,Shirogane,13,2,1,2
Ultros,Shirogane,13,11,1,3
Adamantoise,Empyreum,20,8,2,5
Adamantoise,Empyreum,20,44,1,2
Adamantoise,Empyreum,15,19,1,2
Adamantoise,Empyreum,15,6,1,2
Ultros,Shirogane,12,45,2,7
Ultros,Shirogane,12,14,1,1
Ultros,Shirogane,12,15,2,8
Adamantoise,Empyreum,9,29,1,1
Adamantoise,Empyreum,8,33,1,1
Adamantoise,Empyreum,7,27,1,1
Adamantoise,Empyreum,7,50,1,1
Adamantoise,Empyreum,4,49,1,0
Adamantoise,Empyreum,7,36,1,2
Adamantoise,Empyreum,2,21,2,3
Adamantoise,Empyreum,2,42,3,19
Ultros,Shirogane,11,32,1,2
Ultros,Shirogane,8,8,2,27
Ultros,Shirogane,8,15,2,8
Ultros,The Lavender Beds,13,27,2,9
Sargatanas,Shirogane,25,50,1,0
Ultros,Shirogane,7,8,2,13
Sargatanas,Shirogane,25,20,1,1
Sargatanas,Empyreum,19,38,2,5
Sargatanas,Empyreum,19,51,2,7
Sargatanas,Empyreum,15,3,1,2
Sargatanas,Empyreum,9,53,1,1
Ultros,The Lavender Beds,16,22,1,2
Ultros,The Lavender Beds,16,57,2,9
Ultros,The Lavender Beds,18,52,1,3
Ultros,Shirogane,5,16,3,32
Ultros,The Lavender Beds,22,1,2,9
Balmung,Shirogane,27,2,1,4
Ultros,Shirogane,2,7,3,25
Behemoth,Mist,29,43,1,0
Behemoth,Mist,29,42,1,0
Excalibur,Mist,13,31,2,13
Balmung,The Goblet,23,31,1,5
Balmung,The Goblet,22,52,1,4
Balmung,The Goblet,21,45,1,6
Balmung,The Goblet,20,57,1,5
Balmung,The Goblet,18,7,1,4
Balmung,The Goblet,14,51,1,7
Balmung,The Goblet,15,2,1,4
Balmung,The Goblet,11,46,1,4
Balmung,The Goblet,12,26,1,4
Balmung,The Goblet,10,32,1,4
Balmung,The Goblet,9,27,1,4
Balmung,The Goblet,10,33,1,4
Balmung,The Goblet,8,18,1,5
Excalibur,Mist,3,60,2,6
